 a b max[expba,impab]
 ECU NTH         0.553806606470
 NTH ECU          5.53806606470
 ECU BEL          10.6330868442
 BEL ECU          11.6853193965
 ECU LUX         0.443045285176
 LUX ECU         0.498425945823
 ECU FRN          4.98425945823
 FRN ECU          2.76903303235
 ECU SWZ          6.09187267117
 SWZ ECU          5.53806606470
 SPN ECU         0.553806606470
 ECU GFR          16.6141981941
 GFR ECU          16.6141981941
 ECU CZE          1.10761321294
 ECU ITA          16.6141981941
 ITA ECU          31.0131699623
 ECU FIN         0.553806606470
 ECU SWD          5.53806606470
 ECU NOR         0.553806606470
 ECU AFG         0.947009297064
 AFG ECU         0.947009297064
 ECU TAW          43.0141591245
 TAW ECU          264.896776007
 ECU JPN          1.10761321294
 ECU IND         0.553806606470
 ECU BHU         0.121837453423
 BHU ECU         0.121837453423
 BRA PER          5.53806606470
 BOL PER          34.3360096011
 PER CHL          11.0761321294
 CHL PER          156.727269631
 PER ARG          85.8400240029
 ARG PER          105.223255229
 PER URU          1.66141981941
 URU PER          31.5669765688
 PER UKG          166.141981941
 UKG PER          210.446510459
 IRE PER         0.553806606470
 PER NTH          22.1522642588
 NTH PER          26.0289105041
 PER BEL          15.9496302663
 BEL PER          86.1169273061
 PER LUX         0.664567927764
 LUX PER          3.59974294206
 PER FRN          21.0446510459
 FRN PER          13.2913585553
 PER SWZ          23.2598774717
 SWZ PER          33.2283963882
 PER SPN          1.66141981941
 SPN PER          2.21522642588
 PER POR         0.553806606470
 POR PER          5.53806606470
 PER GFR          33.2283963882
 GFR PER          33.2283963882
 PER AUS          6.09187267117
 PER CZE          4.98425945823
 PER ITA          14.3989717682
 ITA PER          8.30709909705
 PER FIN          1.10761321294
 PER SWD          16.6141981941
 SWD PER          1.66141981941
 PER NOR          5.53806606470
 PER DEN          2.21522642588
 DEN PER          8.86090570352
 SAF PER          1.10761321294
 PER SYR         0.553806606470
 SYR PER         0.553806606470
 LEB PER          4.43045285176
 PER TAW          47.5830636279
 TAW PER          41.7404039296
 PER JPN          1.66141981941
 JPN PER          11.0761321294
 PER IND          11.6299387359
 IND PER          32.1207831753
 PER BHU          3.50559581896
 BHU PER          3.50559581896
 PER SRI          1.10761321294
 SRI PER          4.43045285176
 THI PER          1.10761321294
 PER AUL          27.6903303235
 AUL PER         0.553806606470
 BRA BOL          1.66141981941
 BOL BRA          6.70105993829
 PAR BRA          5.53806606470
 BRA CHL          83.0709909705
 CHL BRA          62.0263399246
 BRA ARG          951.439749916
 ARG BRA          493.441686365
 BRA URU          44.3045285176
 URU BRA          95.2547363128
 BRA UKG          747.638918735
 UKG BRA          631.339531376
 IRE BRA          5.53806606470
 BRA NTH          138.451651618
 NTH BRA          177.218114070
 BRA BEL          334.942235593
 BEL BRA          217.978280307
 BRA LUX          13.9559264830
 LUX BRA          9.08242834611
 BRA FRN          282.441369300
 FRN BRA          354.436228141
 BRA SWZ          171.680048006
 SWZ BRA          99.6851891646
 BRA SPN          44.3045285176
 SPN BRA          83.0709909705
 BRA POR          38.7664624529
 POR BRA          27.6903303235
 BRA GFR          193.832312265
 GFR BRA          116.299387359
 BRA POL          71.9948588411
 POL BRA          48.1811747629
 BRA AUS          22.1522642588
 AUS BRA          33.2283963882
 BRA HUN          33.7822029947
 HUN BRA          43.1969153047
